"","sample","freq.perc","isotype","timepoint","cohort"
"1018","B75",5.17415957877683,"IGHG2","2.POST","1.Measles"
"1019","B75",0.911300121506683,"IGHG3","2.POST","1.Measles"
"1020","B75",0.172134467395707,"IGHG4","2.POST","1.Measles"
"1021","B75",43.7727825030377,"IGHM","2.POST","1.Measles"
"1022","B78",38.3220702159222,"IGHA1","1.PRE","1.Measles"
"1023","B78",14.2080105488709,"IGHA2","1.PRE","1.Measles"
"1024","B78",4.99423108620405,"IGHD","1.PRE","1.Measles"
"1025","B78",0.0988956650733476,"IGHD/IGHM","1.PRE","1.Measles"
"1026","B78",4.64809625844734,"IGHG1","1.PRE","1.Measles"
"1027","B78",3.09873083896489,"IGHG2","1.PRE","1.Measles"
"1028","B78",0.708752266358991,"IGHG3","1.PRE","1.Measles"
"1029","B78",0.115378275918906,"IGHG4","1.PRE","1.Measles"
"1030","B78",33.8058348442393,"IGHM","1.PRE","1.Measles"
"1031","B78",3.70468377877745,"IGHD","2.POST","1.Measles"
"1032","B78",0.21169621593014,"IGHD/IGHM","2.POST","1.Measles"
"1033","B78",9.02355120402223,"IGHG1","2.POST","1.Measles"
"1034","B78",8.54723471817941,"IGHG2","2.POST","1.Measles"
"1035","B78",2.56681661815295,"IGHG3","2.POST","1.Measles"
"1036","B78",0.291082296903943,"IGHG4","2.POST","1.Measles"
"1037","B78",24.3715268589574,"IGHM","2.POST","1.Measles"
"1038","B78",31.7015083355385,"IGHA1","2.POST","1.Measles"
"1039","B78",19.581899973538,"IGHA2","2.POST","1.Measles"
"1040","B83",39.3849206349206,"IGHA1","1.PRE","1.Measles"
"1041","B83",7.78769841269841,"IGHA2","1.PRE","1.Measles"
"1042","B83",4.26587301587302,"IGHD","1.PRE","1.Measles"
"1043","B83",0.694444444444444,"IGHD/IGHM","1.PRE","1.Measles"
"1044","B83",15.1785714285714,"IGHG1","1.PRE","1.Measles"
"1045","B83",2.57936507936508,"IGHG2","1.PRE","1.Measles"
"1046","B83",0.64484126984127,"IGHG3","1.PRE","1.Measles"
"1047","B83",29.4642857142857,"IGHM","1.PRE","1.Measles"
"1048","B83",24.5769693896952,"IGHA1","2.POST","1.Measles"
"1049","B83",19.1140122948222,"IGHA2","2.POST","1.Measles"
"1050","B83",7.35788072754927,"IGHD","2.POST","1.Measles"
"1051","B83",0.861905063692249,"IGHD/IGHM","2.POST","1.Measles"
"1052","B83",7.87122124342481,"IGHG1","2.POST","1.Measles"
"1053","B83",10.1654097217821,"IGHG2","2.POST","1.Measles"
"1054","B83",0.887255212624374,"IGHG3","2.POST","1.Measles"
"1055","B83",29.1653463464098,"IGHM","2.POST","1.Measles"
"1056","B84",33.8103025347506,"IGHA1","1.PRE","1.Measles"
"1057","B84",25.7154538021259,"IGHA2","1.PRE","1.Measles"
"1058","B84",4.74243663123467,"IGHD","1.PRE","1.Measles"
"1059","B84",0.654129190515127,"IGHD/IGHM","1.PRE","1.Measles"
"1060","B84",1.26737530662306,"IGHG1","1.PRE","1.Measles"
"1061","B84",3.18887980376124,"IGHG2","1.PRE","1.Measles"
"1062","B84",0.163532297628782,"IGHG3","1.PRE","1.Measles"
"1063","B84",30.4578904333606,"IGHM","1.PRE","1.Measles"
"1064","B84",21.0173410404624,"IGHA1","2.POST","1.Measles"
"1065","B84",7.53757225433526,"IGHA2","2.POST","1.Measles"
"1066","B84",8.6242774566474,"IGHD","2.POST","1.Measles"
"1067","B84",1.8728323699422,"IGHD/IGHM","2.POST","1.Measles"
"1068","B84",3.00578034682081,"IGHG1","2.POST","1.Measles"
"1069","B84",4.11560693641619,"IGHG2","2.POST","1.Measles"
"1070","B84",0.23121387283237,"IGHG3","2.POST","1.Measles"
"1071","B84",0.023121387283237,"IGHG4","2.POST","1.Measles"
"1072","B84",53.5722543352601,"IGHM","2.POST","1.Measles"
"1073","B88",41.4521452145215,"IGHA1","1.PRE","1.Measles"
"1074","B88",10.3960396039604,"IGHA2","1.PRE","1.Measles"
"1075","B88",4.35643564356436,"IGHD","1.PRE","1.Measles"
"1076","B88",0.478547854785479,"IGHD/IGHM","1.PRE","1.Measles"
"1077","B88",4.85148514851485,"IGHG1","1.PRE","1.Measles"
"1078","B88",1.76567656765677,"IGHG2","1.PRE","1.Measles"
"1079","B88",1.35313531353135,"IGHG3","1.PRE","1.Measles"
"1080","B88",35.3465346534653,"IGHM","1.PRE","1.Measles"
"1081","B88",0.753596711577986,"IGHD/IGHM","2.POST","1.Measles"
"1082","B88",8.86047042703814,"IGHG1","2.POST","1.Measles"
"1083","B88",31.1486640785567,"IGHA1","2.POST","1.Measles"
"1084","B88",4.83672071249144,"IGHA2","2.POST","1.Measles"
"1085","B88",5.36195478419731,"IGHD","2.POST","1.Measles"
"1086","B88",2.83626398721169,"IGHG2","2.POST","1.Measles"
"1087","B88",2.19684859556976,"IGHG3","2.POST","1.Measles"
"1088","B88",44.0054807033569,"IGHM","2.POST","1.Measles"
"1089","B90",21.6901408450704,"IGHA1","1.PRE","1.Measles"
"1090","B90",9.35507783543365,"IGHA2","1.PRE","1.Measles"
"1091","B90",19.9258710155671,"IGHD","1.PRE","1.Measles"
"1092","B90",0.518902891030393,"IGHD/IGHM","1.PRE","1.Measles"
"1093","B90",4.00296515937732,"IGHG1","1.PRE","1.Measles"
"1094","B90",4.61082283172721,"IGHG2","1.PRE","1.Measles"
"1095","B90",0.593031875463306,"IGHG3","1.PRE","1.Measles"
"1096","B90",39.3031875463306,"IGHM","1.PRE","1.Measles"
"1097","B90",41.4006024096386,"IGHM","2.POST","1.Measles"
"1098","B90",24.6762048192771,"IGHA1","2.POST","1.Measles"
"1099","B90",14.6234939759036,"IGHA2","2.POST","1.Measles"
"1100","B90",5.77560240963855,"IGHD","2.POST","1.Measles"
"1101","B90",0.519578313253012,"IGHD/IGHM","2.POST","1.Measles"
"1102","B90",0.00753012048192771,"IGHE","2.POST","1.Measles"
"1103","B90",7.83132530120482,"IGHG1","2.POST","1.Measles"
"1104","B90",4.83433734939759,"IGHG2","2.POST","1.Measles"
"1105","B90",0.331325301204819,"IGHG3","2.POST","1.Measles"
"1106","B94",19.4535244321515,"IGHA1","1.PRE","1.Measles"
"1107","B94",2.91677143575559,"IGHA2","1.PRE","1.Measles"
"1108","B94",8.96823401223703,"IGHD","1.PRE","1.Measles"
"1109","B94",1.68468694996228,"IGHD/IGHM","1.PRE","1.Measles"
"1110","B94",0.234682759198726,"IGHE","1.PRE","1.Measles"
"1111","B94",3.82197636409354,"IGHG1","1.PRE","1.Measles"
"1112","B94",0.645377587796497,"IGHG2","1.PRE","1.Measles"
"1113","B94",1.15665074176515,"IGHG3","1.PRE","1.Measles"
"1114","B94",0.40231330148353,"IGHG4","1.PRE","1.Measles"
"1115","B94",60.7157824155561,"IGHM","1.PRE","1.Measles"
"1116","B94",27.0596051632498,"IGHA1","2.POST","1.Measles"
"1117","B94",5.75170842824601,"IGHA2","2.POST","1.Measles"
"1118","B94",10.1303467476588,"IGHD","2.POST","1.Measles"
"1119","B94",0.794102758795242,"IGHD/IGHM","2.POST","1.Measles"
"1120","B94",13.5218931915971,"IGHG1","2.POST","1.Measles"
"1121","B94",2.388635788408,"IGHG2","2.POST","1.Measles"
"1122","B94",1.80334092634776,"IGHG3","2.POST","1.Measles"
"1123","B94",0.0158187800556821,"IGHG4","2.POST","1.Measles"
"1124","B94",38.5345482156416,"IGHM","2.POST","1.Measles"
"1125","B95",46.9073690440959,"IGHA1","1.PRE","1.Measles"
"1126","B95",5.62296537437112,"IGHA2","1.PRE","1.Measles"
"1127","B95",3.69931932524415,"IGHD","1.PRE","1.Measles"
"1128","B95",0.577093814738088,"IGHD/IGHM","1.PRE","1.Measles"
"1129","B95",11.0387688665286,"IGHG1","1.PRE","1.Measles"
"1130","B95",1.46493045279669,"IGHG2","1.PRE","1.Measles"
"1131","B95",2.60432080497189,"IGHG3","1.PRE","1.Measles"
"1132","B95",28.0852323172536,"IGHM","1.PRE","1.Measles"
"1133","B95",12.3461691147281,"IGHG1","2.POST","1.Measles"
"1134","B95",47.3997618102422,"IGHA1","2.POST","1.Measles"
"1135","B95",9.60698689956332,"IGHA2","2.POST","1.Measles"
"1136","B95",2.58038904327114,"IGHD","2.POST","1.Measles"
"1137","B95",0.158793171893609,"IGHD/IGHM","2.POST","1.Measles"
"1138","B95",7.18539102818579,"IGHG2","2.POST","1.Measles"
"1139","B95",1.8261214767765,"IGHG3","2.POST","1.Measles"
"1140","B95",18.8963874553394,"IGHM","2.POST","1.Measles"
"1141","FLU1",30.8515190415062,"IGHA1","1.PRE","2. Vaccine"
"2100","FLU1",18.3711310797318,"IGHA2","1.PRE","2. Vaccine"
"310","FLU1",6.63243474540009,"IGHD","1.PRE","2. Vaccine"
"410","FLU1",0.713165026387106,"IGHD/IGHM","1.PRE","2. Vaccine"
"510","FLU1",2.21081158180003,"IGHG1","1.PRE","2. Vaccine"
"610","FLU1",0.698901725859364,"IGHG2","1.PRE","2. Vaccine"
"710","FLU1",0.641848523748395,"IGHG3","1.PRE","2. Vaccine"
"810","FLU1",0.0285266010554842,"IGHG4","1.PRE","2. Vaccine"
"910","FLU1",39.8516616745115,"IGHM","1.PRE","2. Vaccine"
"10100","FLU2",30.8500612571859,"IGHA1","1.PRE","2. Vaccine"
"1142","FLU2",13.5802469135802,"IGHA2","1.PRE","2. Vaccine"
"1210","FLU2",3.5340684195646,"IGHD","1.PRE","2. Vaccine"
"1310","FLU2",0.381679389312977,"IGHD/IGHM","1.PRE","2. Vaccine"
"1410","FLU2",3.96758081236453,"IGHG1","1.PRE","2. Vaccine"
"1510","FLU2",4.67910658750353,"IGHG2","1.PRE","2. Vaccine"
"1610","FLU2",1.62567147299972,"IGHG3","1.PRE","2. Vaccine"
"1710","FLU2",0.0942418245217227,"IGHG4","1.PRE","2. Vaccine"
"1810","FLU2",41.2873433229667,"IGHM","1.PRE","2. Vaccine"
"1910","FLU3",40.0286944045911,"IGHA1","1.PRE","2. Vaccine"
"2010","FLU3",12.338593974175,"IGHA2","1.PRE","2. Vaccine"
"2110","FLU3",3.71433126095967,"IGHD","1.PRE","2. Vaccine"
"2210","FLU3",0.446357404750518,"IGHD/IGHM","1.PRE","2. Vaccine"
"2310","FLU3",2.29555236728838,"IGHG1","1.PRE","2. Vaccine"
"2410","FLU3",6.34465168181094,"IGHG2","1.PRE","2. Vaccine"
"2510","FLU3",0.286944045911047,"IGHG3","1.PRE","2. Vaccine"
"2610","FLU3",34.5448748605133,"IGHM","1.PRE","2. Vaccine"
"2710","FLU4",39.1278135048232,"IGHA1","1.PRE","2. Vaccine"
"2810","FLU4",12.1181672025723,"IGHA2","1.PRE","2. Vaccine"
"2910","FLU4",3.74799035369775,"IGHD","1.PRE","2. Vaccine"
"302","FLU4",0.221061093247588,"IGHD/IGHM","1.PRE","2. Vaccine"
"311","FLU4",1.36655948553055,"IGHG1","1.PRE","2. Vaccine"
"321","FLU4",4.20016077170418,"IGHG2","1.PRE","2. Vaccine"
"331","FLU4",0.331591639871383,"IGHG3","1.PRE","2. Vaccine"
"341","FLU4",0.381832797427653,"IGHG4","1.PRE","2. Vaccine"
"351","FLU4",38.5048231511254,"IGHM","1.PRE","2. Vaccine"
"361","FLU5",25.2835136020977,"IGHA1","1.PRE","2. Vaccine"
"371","FLU5",17.1484759095379,"IGHA2","1.PRE","2. Vaccine"
"381","FLU5",6.42412323828253,"IGHD","1.PRE","2. Vaccine"
"391","FLU5",0.524418223533268,"IGHD/IGHM","1.PRE","2. Vaccine"
"401","FLU5",4.98197312356604,"IGHG1","1.PRE","2. Vaccine"
"411","FLU5",5.93248115372009,"IGHG2","1.PRE","2. Vaccine"
"421","FLU5",0.111438872500819,"IGHG3","1.PRE","2. Vaccine"
"431","FLU5",0.0262209111766634,"IGHG4","1.PRE","2. Vaccine"
"441","FLU5",39.5673549655851,"IGHM","1.PRE","2. Vaccine"
"451","FLU6",24.7536667920271,"IGHA1","1.PRE","2. Vaccine"
"461","FLU6",8.14591951861602,"IGHA2","1.PRE","2. Vaccine"
"471","FLU6",5.18239939827003,"IGHD","1.PRE","2. Vaccine"
"4810","FLU6",0.789770590447537,"IGHD/IGHM","1.PRE","2. Vaccine"
"497","FLU6",0.00752162467092892,"IGHE","1.PRE","2. Vaccine"
"501","FLU6",4.54306130124107,"IGHG1","1.PRE","2. Vaccine"
"511","FLU6",3.6404663407296,"IGHG2","1.PRE","2. Vaccine"
"521","FLU6",1.48928168484393,"IGHG3","1.PRE","2. Vaccine"
"531","FLU6",0.0150432493418578,"IGHG4","1.PRE","2. Vaccine"
"541","FLU6",51.432869499812,"IGHM","1.PRE","2. Vaccine"
"551","FLU7",0.383060225579911,"IGHA1","1.PRE","2. Vaccine"
"561","FLU7",0.106405618216642,"IGHA2","1.PRE","2. Vaccine"
"571","FLU7",15.0670355394765,"IGHD","1.PRE","2. Vaccine"
"582","FLU7",2.1777683195006,"IGHD/IGHM","1.PRE","2. Vaccine"
"591","FLU7",6.76739731857842,"IGHG1","1.PRE","2. Vaccine"
"601","FLU7",3.68163439029581,"IGHG2","1.PRE","2. Vaccine"
"611","FLU7",2.51826629779386,"IGHG3","1.PRE","2. Vaccine"
"621","FLU7",69.2984322905583,"IGHM","1.PRE","2. Vaccine"
"631","FLU8",17.5080825665257,"IGHA1","1.PRE","2. Vaccine"
"641","FLU8",10.8430738622233,"IGHA2","1.PRE","2. Vaccine"
"651","FLU8",5.28475503606068,"IGHD","1.PRE","2. Vaccine"
"661","FLU8",0.559562297935837,"IGHD/IGHM","1.PRE","2. Vaccine"
"671","FLU8",5.59562297935837,"IGHG1","1.PRE","2. Vaccine"
"681","FLU8",9.27629942800298,"IGHG2","1.PRE","2. Vaccine"
"691","FLU8",0.982342700820691,"IGHG3","1.PRE","2. Vaccine"
"701","FLU8",0.0870430241233524,"IGHG4","1.PRE","2. Vaccine"
"711","FLU8",49.863218104949,"IGHM","1.PRE","2. Vaccine"
"721","FLU1",0.62111801242236,"IGHA1","2.POST","2. Vaccine"
"731","FLU1",0.0388198757763975,"IGHA2","2.POST","2. Vaccine"
"741","FLU1",15.6055900621118,"IGHD","2.POST","2. Vaccine"
"751","FLU1",1.90217391304348,"IGHD/IGHM","2.POST","2. Vaccine"
"761","FLU1",4.6972049689441,"IGHG1","2.POST","2. Vaccine"
"771","FLU1",3.22204968944099,"IGHG2","2.POST","2. Vaccine"
"781","FLU1",0.892857142857143,"IGHG3","2.POST","2. Vaccine"
"791","FLU1",73.0201863354037,"IGHM","2.POST","2. Vaccine"
"801","FLU2",35.260399606944,"IGHA1","2.POST","2. Vaccine"
"811","FLU2",12.9380936783492,"IGHA2","2.POST","2. Vaccine"
"821","FLU2",3.2099574189322,"IGHD","2.POST","2. Vaccine"
"831","FLU2",0.180150671470685,"IGHD/IGHM","2.POST","2. Vaccine"
"841","FLU2",2.75139207337046,"IGHG1","2.POST","2. Vaccine"
"851","FLU2",5.48640681297085,"IGHG2","2.POST","2. Vaccine"
"861","FLU2",1.80150671470685,"IGHG3","2.POST","2. Vaccine"
"871","FLU2",0.0163773337700622,"IGHG4","2.POST","2. Vaccine"
"881","FLU2",38.3557156894858,"IGHM","2.POST","2. Vaccine"
"891","FLU3",26.1874013488305,"IGHA1","2.POST","2. Vaccine"
"901","FLU3",13.9474817046922,"IGHA2","2.POST","2. Vaccine"
"911","FLU3",2.66896254842876,"IGHD","2.POST","2. Vaccine"
"921","FLU3",0.215238915195867,"IGHD/IGHM","2.POST","2. Vaccine"
"931","FLU3",0.0143492610130578,"IGHE","2.POST","2. Vaccine"
"941","FLU3",4.57741426316545,"IGHG1","2.POST","2. Vaccine"
"951","FLU3",6.95939159133305,"IGHG2","2.POST","2. Vaccine"
"961","FLU3",1.42057684029273,"IGHG3","2.POST","2. Vaccine"
"971","FLU3",44.0091835270484,"IGHM","2.POST","2. Vaccine"
"981","FLU4",25.398362531913,"IGHA1","2.POST","2. Vaccine"
"9910","FLU4",12.0080993045162,"IGHA2","2.POST","2. Vaccine"
"10010","FLU4",4.71872523989788,"IGHD","2.POST","2. Vaccine"
"10110","FLU4",0.352143674619245,"IGHD/IGHM","2.POST","2. Vaccine"
"10210","FLU4",0.0264107755964434,"IGHE","2.POST","2. Vaccine"
"10310","FLU4",3.13407870411128,"IGHG1","2.POST","2. Vaccine"
"10410","FLU4",3.19570384716965,"IGHG2","2.POST","2. Vaccine"
"10510","FLU4",0.23769698036799,"IGHG3","2.POST","2. Vaccine"
"10610","FLU4",0.0264107755964434,"IGHG4","2.POST","2. Vaccine"
"10710","FLU4",50.9023681662118,"IGHM","2.POST","2. Vaccine"
"10810","FLU5",24.4866687097763,"IGHA1","2.POST","2. Vaccine"
"10910","FLU5",7.41648789457554,"IGHA2","2.POST","2. Vaccine"
"11010","FLU5",9.02032894064767,"IGHD","2.POST","2. Vaccine"
"11110","FLU5",0.776381652875677,"IGHD/IGHM","2.POST","2. Vaccine"
"11210","FLU5",5.18949841659005,"IGHG1","2.POST","2. Vaccine"
"11310","FLU5",4.055572581469,"IGHG2","2.POST","2. Vaccine"
"1143","FLU5",1.16457247931352,"IGHG3","2.POST","2. Vaccine"
"1151","FLU5",0.0306466441924609,"IGHG4","2.POST","2. Vaccine"
"1161","FLU5",47.8598426805598,"IGHM","2.POST","2. Vaccine"
"1171","FLU6",27.5829028495251,"IGHA1","2.POST","2. Vaccine"
"1181","FLU6",6.74887518746876,"IGHA2","2.POST","2. Vaccine"
"1191","FLU6",1.19563406098984,"IGHD","2.POST","2. Vaccine"
"1201","FLU6",0.0749875020829862,"IGHD/IGHM","2.POST","2. Vaccine"
"1211","FLU6",0.00416597233794368,"IGHE","2.POST","2. Vaccine"
"1221","FLU6",4.85335777370438,"IGHG1","2.POST","2. Vaccine"
"1231","FLU6",4.45342442926179,"IGHG2","2.POST","2. Vaccine"
"1241","FLU6",1.55807365439093,"IGHG3","2.POST","2. Vaccine"
"1251","FLU6",53.5285785702383,"IGHM","2.POST","2. Vaccine"
"1261","FLU7",0.321941555225359,"IGHA1","2.POST","2. Vaccine"
"1271","FLU7",0.0495294700346706,"IGHA2","2.POST","2. Vaccine"
"1281","FLU7",16.2704309063893,"IGHD","2.POST","2. Vaccine"
"1291","FLU7",2.25359088657751,"IGHD/IGHM","2.POST","2. Vaccine"
"1301","FLU7",2.62506191183754,"IGHG1","2.POST","2. Vaccine"
"1311","FLU7",3.76423972263497,"IGHG2","2.POST","2. Vaccine"
"1321","FLU7",0.470529965329371,"IGHG3","2.POST","2. Vaccine"
"1331","FLU7",74.2446755819713,"IGHM","2.POST","2. Vaccine"
"1341","FLU8",31.6163793103448,"IGHA1","2.POST","2. Vaccine"
"1351","FLU8",18.742816091954,"IGHA2","2.POST","2. Vaccine"
"1361","FLU8",1.99712643678161,"IGHD","2.POST","2. Vaccine"
"1371","FLU8",0.172413793103448,"IGHD/IGHM","2.POST","2. Vaccine"
"1381","FLU8",11.9324712643678,"IGHG1","2.POST","2. Vaccine"
"1391","FLU8",8.3764367816092,"IGHG2","2.POST","2. Vaccine"
"1401","FLU8",0.538793103448276,"IGHG3","2.POST","2. Vaccine"
"1411","FLU8",0.0933908045977011,"IGHG4","2.POST","2. Vaccine"
"1421","FLU8",26.5301724137931,"IGHM","2.POST","2. Vaccine"
"1531","B55",33.4230644987617,"IGHA1","1.PRE","3.Uninfected"
"1541","B55",9.9601593625498,"IGHA2","1.PRE","3.Uninfected"
"1551","B55",7.0636373425218,"IGHD","1.PRE","3.Uninfected"
"1561","B55",0.786045009152579,"IGHD/IGHM","1.PRE","3.Uninfected"
"1571","B55",4.88855389253796,"IGHG1","1.PRE","3.Uninfected"
"1581","B55",5.74997308065037,"IGHG2","1.PRE","3.Uninfected"
"1591","B55",1.22752234306019,"IGHG3","1.PRE","3.Uninfected"
"1601","B55",0.0107677398514052,"IGHG4","1.PRE","3.Uninfected"
"1611","B55",36.8902767309142,"IGHM","1.PRE","3.Uninfected"
"1621","B56",25.372556609251,"IGHA1","1.PRE","3.Uninfected"
"1631","B56",12.6378943293981,"IGHA2","1.PRE","3.Uninfected"
"1641","B56",7.33501064447455,"IGHD","1.PRE","3.Uninfected"
"1651","B56",0.793497193729437,"IGHD/IGHM","1.PRE","3.Uninfected"
"1661","B56",0.0193535900909619,"IGHE","1.PRE","3.Uninfected"
"1671","B56",5.67060189665183,"IGHG1","1.PRE","3.Uninfected"
"1681","B56",4.68356880201277,"IGHG2","1.PRE","3.Uninfected"
"1691","B56",1.37410489645829,"IGHG3","1.PRE","3.Uninfected"
"1701","B56",42.113412037933,"IGHM","1.PRE","3.Uninfected"
"2481","B99",29.1356466876972,"IGHA1","1.PRE","3.Uninfected"
"2491","B99",23.192429022082,"IGHA2","1.PRE","3.Uninfected"
"2501","B99",5.61514195583596,"IGHD","1.PRE","3.Uninfected"
"2511","B99",0.946372239747634,"IGHD/IGHM","1.PRE","3.Uninfected"
"2521","B99",0.0126182965299685,"IGHE","1.PRE","3.Uninfected"
"2531","B99",3.35646687697161,"IGHG1","1.PRE","3.Uninfected"
"2541","B99",3.58359621451104,"IGHG2","1.PRE","3.Uninfected"
"2551","B99",0.593059936908517,"IGHG3","1.PRE","3.Uninfected"
"2561","B99",0.0630914826498423,"IGHG4","1.PRE","3.Uninfected"
"2571","B99",33.5015772870662,"IGHM","1.PRE","3.Uninfected"
"478","B55",19.11695631752,"IGHA1","2.POST","3.Uninfected"
"479","B55",3.24095819633631,"IGHA2","2.POST","3.Uninfected"
"480","B55",12.1888210427431,"IGHD","2.POST","3.Uninfected"
"481","B55",1.90230155002348,"IGHD/IGHM","2.POST","3.Uninfected"
"482","B55",0.0704556129638328,"IGHE","2.POST","3.Uninfected"
"483","B55",9.81681540629403,"IGHG1","2.POST","3.Uninfected"
"484","B55",5.07280413339596,"IGHG2","2.POST","3.Uninfected"
"485","B55",0.328792860497886,"IGHG3","2.POST","3.Uninfected"
"486","B55",48.2620948802255,"IGHM","2.POST","3.Uninfected"
"487","B56",27.9171926281242,"IGHA1","2.POST","3.Uninfected"
"488","B56",9.86114617520828,"IGHA2","2.POST","3.Uninfected"
"489","B56",9.94698308507953,"IGHD","2.POST","3.Uninfected"
"490","B56",0.964402928553396,"IGHD/IGHM","2.POST","3.Uninfected"
"491","B56",0.716990658924514,"IGHE","2.POST","3.Uninfected"
"492","B56",4.54935622317597,"IGHG1","2.POST","3.Uninfected"
"493","B56",1.97929815703105,"IGHG2","2.POST","3.Uninfected"
"494","B56",0.974501388538248,"IGHG3","2.POST","3.Uninfected"
"495","B56",0.0353446099469831,"IGHG4","2.POST","3.Uninfected"
"496","B56",43.0547841454178,"IGHM","2.POST","3.Uninfected"
"574","B99",27.0560883464109,"IGHA1","2.POST","3.Uninfected"
"575","B99",22.667829119442,"IGHA2","2.POST","3.Uninfected"
"576","B99",2.615518744551,"IGHD","2.POST","3.Uninfected"
"577","B99",0.290613193839,"IGHD/IGHM","2.POST","3.Uninfected"
"578","B99",5.3472827666376,"IGHG1","2.POST","3.Uninfected"
"579","B99",8.10810810810811,"IGHG2","2.POST","3.Uninfected"
"580","B99",0.3487358326068,"IGHG3","2.POST","3.Uninfected"
"581","B99",33.5658238884045,"IGHM","2.POST","3.Uninfected"
